count/min,2023-05-12 23:12:26 +0530,2023-05-12 23:09:08 +0530,2023-05-12 23:09:08 +0530.1,110
count/min,2024-03-25 13:20:43 +0530,2024-03-25 13:20:41 +0530,2024-03-25 13:20:41 +0530,129.0
count/min,2024-03-25 13:20:48 +0530,2024-03-25 13:20:47 +0530,2024-03-25 13:20:47 +0530,126.0
count/min,2024-03-25 13:20:53 +0530,2024-03-25 13:20:50 +0530,2024-03-25 13:20:50 +0530,127.0
count/min,2024-03-25 13:20:58 +0530,2024-03-25 13:20:56 +0530,2024-03-25 13:20:56 +0530,132.0
count/min,2024-03-25 13:21:03 +0530,2024-03-25 13:20:58 +0530,2024-03-25 13:20:58 +0530,133.0
count/min,2024-03-25 13:21:07 +0530,2024-03-25 13:21:04 +0530,2024-03-25 13:21:04 +0530,136.0
count/min,2024-03-25 13:21:12 +0530,2024-03-25 13:21:12 +0530,2024-03-25 13:21:12 +0530,139.0
count/min,2024-03-25 13:21:17 +0530,2024-03-25 13:21:15 +0530,2024-03-25 13:21:15 +0530,139.0
count/min,2024-03-25 13:21:22 +0530,2024-03-25 13:21:22 +0530,2024-03-25 13:21:22 +0530,142.0
count/min,2024-03-25 13:21:28 +0530,2024-03-25 13:21:26 +0530,2024-03-25 13:21:26 +0530,142.0
count/min,2024-03-25 13:21:33 +0530,2024-03-25 13:21:30 +0530,2024-03-25 13:21:30 +0530,142.0
count/min,2024-03-25 13:21:38 +0530,2024-03-25 13:21:36 +0530,2024-03-25 13:21:36 +0530,141.0
count/min,2024-03-25 13:21:43 +0530,2024-03-25 13:21:38 +0530,2024-03-25 13:21:38 +0530,141.0
count/min,2024-03-25 13:21:48 +0530,2024-03-25 13:21:46 +0530,2024-03-25 13:21:46 +0530,134.0
count/min,2024-03-25 13:21:53 +0530,2024-03-25 13:21:50 +0530,2024-03-25 13:21:50 +0530,135.0
count/min,2024-03-25 13:21:58 +0530,2024-03-25 13:21:54 +0530,2024-03-25 13:21:54 +0530,136.0
count/min,2024-03-25 13:22:03 +0530,2024-03-25 13:21:58 +0530,2024-03-25 13:21:58 +0530,136.0
count/min,2024-03-25 13:22:08 +0530,2024-03-25 13:22:07 +0530,2024-03-25 13:22:07 +0530,127.0
count/min,2024-03-25 13:22:13 +0530,2024-03-25 13:22:12 +0530,2024-03-25 13:22:12 +0530,124.0
count/min,2024-03-25 13:22:18 +0530,2024-03-25 13:22:13 +0530,2024-03-25 13:22:13 +0530,124.0
count/min,2024-03-25 13:22:23 +0530,2024-03-25 13:22:20 +0530,2024-03-25 13:22:20 +0530,123.0
count/min,2024-03-25 13:22:28 +0530,2024-03-25 13:22:24 +0530,2024-03-25 13:22:24 +0530,123.0
count/min,2024-03-25 13:22:33 +0530,2024-03-25 13:22:32 +0530,2024-03-25 13:22:32 +0530,120.0
count/min,2024-03-25 13:22:38 +0530,2024-03-25 13:22:33 +0530,2024-03-25 13:22:33 +0530,121.0
count/min,2024-03-25 13:22:43 +0530,2024-03-25 13:22:40 +0530,2024-03-25 13:22:40 +0530,121.0
count/min,2024-03-25 13:22:48 +0530,2024-03-25 13:22:47 +0530,2024-03-25 13:22:47 +0530,117.0
count/min,2024-03-25 13:22:52 +0530,2024-03-25 13:22:52 +0530,2024-03-25 13:22:52 +0530,121.0
count/min,2024-03-25 13:22:58 +0530,2024-03-25 13:22:54 +0530,2024-03-25 13:22:54 +0530,121.0
count/min,2024-03-25 13:23:03 +0530,2024-03-25 13:23:02 +0530,2024-03-25 13:23:02 +0530,119.0
count/min,2024-03-25 13:23:08 +0530,2024-03-25 13:23:04 +0530,2024-03-25 13:23:04 +0530,119.0
count/min,2024-03-25 13:23:13 +0530,2024-03-25 13:23:12 +0530,2024-03-25 13:23:12 +0530,121.0
count/min,2024-03-25 13:23:18 +0530,2024-03-25 13:23:14 +0530,2024-03-25 13:23:14 +0530,121.0
count/min,2024-03-25 13:23:23 +0530,2024-03-25 13:23:19 +0530,2024-03-25 13:23:19 +0530,118.0
count/min,2024-03-25 13:23:28 +0530,2024-03-25 13:23:26 +0530,2024-03-25 13:23:26 +0530,122.0
count/min,2024-03-25 13:23:33 +0530,2024-03-25 13:23:28 +0530,2024-03-25 13:23:28 +0530,123.0
count/min,2024-03-25 13:23:38 +0530,2024-03-25 13:23:37 +0530,2024-03-25 13:23:37 +0530,125.0
count/min,2024-03-25 13:23:43 +0530,2024-03-25 13:23:42 +0530,2024-03-25 13:23:42 +0530,125.0
count/min,2024-03-25 13:23:48 +0530,2024-03-25 13:23:44 +0530,2024-03-25 13:23:44 +0530,125.0
count/min,2024-03-25 13:23:53 +0530,2024-03-25 13:23:49 +0530,2024-03-25 13:23:49 +0530,127.0
count/min,2024-03-25 13:23:58 +0530,2024-03-25 13:23:57 +0530,2024-03-25 13:23:57 +0530,126.0
